Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
DAPE_ECOSM	DAPE_ECOSM	375	P06621_refseq_selected_blast_msa	-	368	3.2e-40	143.1	0.0	1	1	6.7e-43	3.7e-40	142.871780395508	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHIFL	DAPE_SHIFL	375	P06621_refseq_selected_blast_msa	-	368	3.2e-40	143.1	0.0	1	1	6.7e-43	3.7e-40	142.871780395508	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase	7lgp_B	0
DAPE_ECO8A	DAPE_ECO8A	375	P06621_refseq_selected_blast_msa	-	368	3.2e-40	143.1	0.0	1	1	6.7e-43	3.7e-40	142.871780395508	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOLI	DAPE_ECOLI	375	P06621_refseq_selected_blast_msa	-	368	3.2e-40	143.1	0.0	1	1	6.7e-43	3.7e-40	142.871780395508	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECODH	DAPE_ECODH	375	P06621_refseq_selected_blast_msa	-	368	3.2e-40	143.1	0.0	1	1	6.7e-43	3.7e-40	142.871780395508	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECO24	DAPE_ECO24	375	P06621_refseq_selected_blast_msa	-	368	3.2e-40	143.1	0.0	1	1	6.7e-43	3.7e-40	142.871780395508	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECO27	DAPE_ECO27	375	P06621_refseq_selected_blast_msa	-	368	3.2e-40	143.1	0.0	1	1	6.7e-43	3.7e-40	142.871780395508	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECO55	DAPE_ECO55	375	P06621_refseq_selected_blast_msa	-	368	3.2e-40	143.1	0.0	1	1	6.7e-43	3.7e-40	142.871780395508	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECO7I	DAPE_ECO7I	375	P06621_refseq_selected_blast_msa	-	368	3.5e-40	142.9	0.0	1	1	7.3e-43	4.0e-40	142.758880615234	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURCM	DAPE_BURCM	379	P06621_refseq_selected_blast_msa	-	368	3.6e-40	142.9	0.1	1	1	7.6e-43	4.1e-40	142.695053100586	0.08	2	365	5	374	4	377	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIBS	DAPE_ACIBS	377	P06621_refseq_selected_blast_msa	-	368	4.3e-40	142.7	0.0	1	1	9.8e-43	5.3e-40	142.336822509766	0.05	24	366	26	373	19	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_ECOSE	DAPE_ECOSE	375	P06621_refseq_selected_blast_msa	-	368	4.4e-40	142.6	0.0	1	1	9.1e-43	4.9e-40	142.437072753906	0.01	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_COXBR	DAPE_COXBR	374	P06621_refseq_selected_blast_msa	-	368	4.4e-40	142.6	0.0	1	1	9.4e-43	5.1e-40	142.384552001953	0.00	2	364	5	369	4	373	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_COXB1	DAPE_COXB1	374	P06621_refseq_selected_blast_msa	-	368	4.4e-40	142.6	0.0	1	1	9.4e-43	5.1e-40	142.384552001953	0.00	2	364	5	369	4	373	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_COXB2	DAPE_COXB2	374	P06621_refseq_selected_blast_msa	-	368	4.4e-40	142.6	0.0	1	1	9.4e-43	5.1e-40	142.384552001953	0.00	2	364	5	369	4	373	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_COXBN	DAPE_COXBN	374	P06621_refseq_selected_blast_msa	-	368	4.4e-40	142.6	0.0	1	1	9.4e-43	5.1e-40	142.384552001953	0.00	2	364	5	369	4	373	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_COXBU	DAPE_COXBU	374	P06621_refseq_selected_blast_msa	-	368	4.4e-40	142.6	0.0	1	1	9.4e-43	5.1e-40	142.384552001953	0.00	2	364	5	369	4	373	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHISS	DAPE_SHISS	375	P06621_refseq_selected_blast_msa	-	368	4.6e-40	142.5	0.0	1	1	9.7e-43	5.3e-40	142.350601196289	0.01	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALA4	DAPE_SALA4	375	P06621_refseq_selected_blast_msa	-	368	4.7e-40	142.5	0.0	1	1	9.8e-43	5.3e-40	142.33203125	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_BORBR	DAPE_BORBR	379	P06621_refseq_selected_blast_msa	-	368	4.8e-40	142.5	0.0	1	1	9.8e-43	5.3e-40	142.326766967773	0.00	3	365	8	372	6	375	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_PARP8	DAPE_PARP8	379	P06621_refseq_selected_blast_msa	-	368	5.0e-40	142.4	0.1	1	1	1.1e-42	5.7e-40	142.224075317383	0.15	3	367	6	376	4	377	0.85	Succinyl-diaminopimelate desuccinylase		0
ARGE_SALPK	ARGE_SALPK	383	P06621_refseq_selected_blast_msa	-	368	5.1e-40	142.4	0.0	1	1	1.7e-42	9.0e-40	141.584487915039	0.00	6	366	13	378	8	380	0.82	Acetylornithine deacetylase		0
ARGE_SALPA	ARGE_SALPA	383	P06621_refseq_selected_blast_msa	-	368	5.1e-40	142.4	0.0	1	1	1.7e-42	9.0e-40	141.584487915039	0.00	6	366	13	378	8	380	0.82	Acetylornithine deacetylase		0
DAPE_ESCF3	DAPE_ESCF3	375	P06621_refseq_selected_blast_msa	-	368	5.2e-40	142.4	0.0	1	1	1.1e-42	5.9e-40	142.184661865234	0.01	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_METRJ	DAPE_METRJ	392	P06621_refseq_selected_blast_msa	-	368	5.3e-40	142.3	0.0	1	1	1.2e-42	6.7e-40	142.007064819336	0.03	3	364	13	384	11	387	0.85	Succinyl-diaminopimelate desuccinylase		0
DAPE_XYLFA	DAPE_XYLFA	377	P06621_refseq_selected_blast_msa	-	368	5.3e-40	142.3	0.0	1	1	1.1e-42	6.0e-40	142.15559387207	0.00	7	368	10	373	4	373	0.85	Succinyl-diaminopimelate desuccinylase		0
ARGE_MORPR	ARGE_MORPR	381	P06621_refseq_selected_blast_msa	-	368	5.5e-40	142.3	0.0	1	1	2.2e-42	1.2e-39	141.155258178711	0.00	24	366	33	376	28	378	0.84	Acetylornithine deacetylase		0
ARGE_SALTY	ARGE_SALTY	383	P06621_refseq_selected_blast_msa	-	368	5.7e-40	142.2	0.0	1	1	1.8e-42	1.0e-39	141.42903137207	0.00	6	366	13	378	8	380	0.82	Acetylornithine deacetylase		0
DAPE_PSYWF	DAPE_PSYWF	402	P06621_refseq_selected_blast_msa	-	368	6.0e-40	142.2	0.1	1	1	1.3e-42	7.1e-40	141.924530029297	0.08	5	368	21	399	17	399	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALG2	DAPE_SALG2	375	P06621_refseq_selected_blast_msa	-	368	6.5e-40	142.0	0.0	1	1	1.4e-42	7.4e-40	141.860397338867	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALEP	DAPE_SALEP	375	P06621_refseq_selected_blast_msa	-	368	6.5e-40	142.0	0.0	1	1	1.4e-42	7.4e-40	141.860397338867	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALPB	DAPE_SALPB	375	P06621_refseq_selected_blast_msa	-	368	6.5e-40	142.0	0.0	1	1	1.4e-42	7.4e-40	141.860397338867	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALNS	DAPE_SALNS	375	P06621_refseq_selected_blast_msa	-	368	6.5e-40	142.0	0.0	1	1	1.4e-42	7.4e-40	141.860397338867	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALDC	DAPE_SALDC	375	P06621_refseq_selected_blast_msa	-	368	6.5e-40	142.0	0.0	1	1	1.4e-42	7.4e-40	141.860397338867	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALTY	DAPE_SALTY	375	P06621_refseq_selected_blast_msa	-	368	6.5e-40	142.0	0.0	1	1	1.4e-42	7.4e-40	141.860397338867	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALSV	DAPE_SALSV	375	P06621_refseq_selected_blast_msa	-	368	6.5e-40	142.0	0.0	1	1	1.4e-42	7.4e-40	141.860397338867	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALAR	DAPE_SALAR	375	P06621_refseq_selected_blast_msa	-	368	6.5e-40	142.0	0.0	1	1	1.4e-42	7.4e-40	141.860397338867	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALHS	DAPE_SALHS	375	P06621_refseq_selected_blast_msa	-	368	6.5e-40	142.0	0.0	1	1	1.4e-42	7.4e-40	141.860397338867	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIB5	DAPE_ACIB5	377	P06621_refseq_selected_blast_msa	-	368	6.7e-40	142.0	0.0	1	1	1.5e-42	8.3e-40	141.706436157227	0.04	24	366	26	373	16	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIBY	DAPE_ACIBY	377	P06621_refseq_selected_blast_msa	-	368	6.7e-40	142.0	0.0	1	1	1.5e-42	8.3e-40	141.706436157227	0.04	24	366	26	373	16	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_CUPNH	DAPE_CUPNH	383	P06621_refseq_selected_blast_msa	-	368	6.7e-40	142.0	0.0	1	1	1.4e-42	7.7e-40	141.801879882812	0.01	2	366	5	379	4	381	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIB3	DAPE_ACIB3	377	P06621_refseq_selected_blast_msa	-	368	6.9e-40	142.0	0.1	1	1	1.6e-42	8.6e-40	141.645599365234	0.05	24	366	26	373	19	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIBT	DAPE_ACIBT	378	P06621_refseq_selected_blast_msa	-	368	7.0e-40	142.0	0.1	1	1	1.6e-42	8.7e-40	141.631256103516	0.05	24	366	26	373	19	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_METC4	DAPE_METC4	385	P06621_refseq_selected_blast_msa	-	368	7.2e-40	141.9	0.0	1	1	1.8e-42	9.8e-40	141.459533691406	0.03	4	364	9	380	7	383	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_BART1	DAPE_BART1	390	P06621_refseq_selected_blast_msa	-	368	7.4e-40	141.9	0.0	1	1	2.4e-42	1.3e-39	141.060455322266	0.00	2	365	8	385	7	388	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_NEIG1	DAPE_NEIG1	381	P06621_refseq_selected_blast_msa	-	368	7.5e-40	141.8	0.0	1	1	1.6e-42	8.6e-40	141.65461730957	0.00	4	368	9	375	6	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIET	DAPE_ACIET	391	P06621_refseq_selected_blast_msa	-	368	7.8e-40	141.8	0.0	1	1	1.8e-42	9.7e-40	141.482879638672	0.01	5	359	8	376	4	385	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIBC	DAPE_ACIBC	378	P06621_refseq_selected_blast_msa	-	368	7.9e-40	141.8	0.0	1	1	1.8e-42	9.8e-40	141.456405639648	0.04	24	366	26	373	19	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURL3	DAPE_BURL3	379	P06621_refseq_selected_blast_msa	-	368	8.0e-40	141.7	0.0	1	1	1.7e-42	9.1e-40	141.568099975586	0.04	2	365	5	374	4	377	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_ALIF1	DAPE_ALIF1	377	P06621_refseq_selected_blast_msa	-	368	9.8e-40	141.5	0.0	1	1	2.0e-42	1.1e-39	141.291122436523	0.01	4	366	9	373	6	375	0.85	Succinyl-diaminopimelate desuccinylase		0
DAPE_ERWT9	DAPE_ERWT9	375	P06621_refseq_selected_blast_msa	-	368	9.8e-40	141.5	0.0	1	1	2.1e-42	1.1e-39	141.256637573242	0.04	2	365	6	370	5	373	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALCH	DAPE_SALCH	375	P06621_refseq_selected_blast_msa	-	368	9.9e-40	141.4	0.0	1	1	2.1e-42	1.1e-39	141.262924194336	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALPC	DAPE_SALPC	375	P06621_refseq_selected_blast_msa	-	368	9.9e-40	141.4	0.0	1	1	2.1e-42	1.1e-39	141.262924194336	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALPK	DAPE_SALPK	375	P06621_refseq_selected_blast_msa	-	368	9.9e-40	141.4	0.0	1	1	2.1e-42	1.1e-39	141.262924194336	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALPA	DAPE_SALPA	375	P06621_refseq_selected_blast_msa	-	368	9.9e-40	141.4	0.0	1	1	2.1e-42	1.1e-39	141.262924194336	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
ARGE_PASMU	ARGE_PASMU	382	P06621_refseq_selected_blast_msa	-	368	1.0e-39	141.4	0.0	1	1	3.7e-42	2.0e-39	140.42756652832	0.00	23	365	33	376	26	379	0.86	Acetylornithine deacetylase		0
DAPE_PSEA6	DAPE_PSEA6	376	P06621_refseq_selected_blast_msa	-	368	1.0e-39	141.4	0.0	1	1	2.2e-42	1.2e-39	141.19465637207	0.00	2	368	6	374	5	374	0.85	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHESR	DAPE_SHESR	381	P06621_refseq_selected_blast_msa	-	368	1.0e-39	141.4	0.0	1	1	2.1e-42	1.1e-39	141.247085571289	0.00	4	365	13	375	10	379	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHESM	DAPE_SHESM	381	P06621_refseq_selected_blast_msa	-	368	1.0e-39	141.4	0.0	1	1	2.1e-42	1.1e-39	141.247085571289	0.00	4	365	13	375	10	379	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURVG	DAPE_BURVG	379	P06621_refseq_selected_blast_msa	-	368	1.1e-39	141.3	0.0	1	1	2.2e-42	1.2e-39	141.157958984375	0.05	2	365	5	374	4	377	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_VIBVU	DAPE_VIBVU	377	P06621_refseq_selected_blast_msa	-	368	1.2e-39	141.2	0.0	1	1	2.6e-42	1.4e-39	140.962356567383	0.03	2	367	7	374	6	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURCJ	DAPE_BURCJ	379	P06621_refseq_selected_blast_msa	-	368	1.2e-39	141.2	0.1	1	1	2.5e-42	1.3e-39	141.004959106445	0.07	2	365	5	374	4	377	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_JANMA	DAPE_JANMA	375	P06621_refseq_selected_blast_msa	-	368	1.3e-39	141.1	0.0	1	1	2.6e-42	1.4e-39	140.928558349609	0.00	2	362	5	367	4	373	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHIME	DAPE_RHIME	397	P06621_refseq_selected_blast_msa	-	368	1.3e-39	141.1	0.2	1	1	3.6e-42	1.9e-39	140.479461669922	0.19	4	357	9	380	7	390	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHIDS	DAPE_SHIDS	375	P06621_refseq_selected_blast_msa	-	368	1.3e-39	141.0	0.0	1	1	2.8e-42	1.5e-39	140.849075317383	0.02	2	366	6	371	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_AERS4	DAPE_AERS4	375	P06621_refseq_selected_blast_msa	-	368	1.3e-39	141.0	0.0	1	1	2.7e-42	1.5e-39	140.857727050781	0.02	2	367	5	372	4	373	0.86	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURCA	DAPE_BURCA	379	P06621_refseq_selected_blast_msa	-	368	1.3e-39	141.0	0.1	1	1	2.8e-42	1.5e-39	140.848052978516	0.08	2	357	5	366	4	377	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_BURCH	DAPE_BURCH	379	P06621_refseq_selected_blast_msa	-	368	1.3e-39	141.0	0.1	1	1	2.8e-42	1.5e-39	140.848052978516	0.08	2	357	5	366	4	377	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_BORPE	DAPE_BORPE	379	P06621_refseq_selected_blast_msa	-	368	1.5e-39	140.9	0.0	1	1	3.0e-42	1.7e-39	140.710479736328	0.00	3	365	8	372	6	375	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHIF8	DAPE_SHIF8	375	P06621_refseq_selected_blast_msa	-	368	1.5e-39	140.9	0.0	1	1	3.1e-42	1.7e-39	140.676406860352	0.01	2	366	6	371	5	373	0.79	Succinyl-diaminopimelate desuccinylase		0
YODQ_BACSU	YODQ_BACSU	436	P06621_refseq_selected_blast_msa	-	368	1.6e-39	140.8	0.0	1	1	1.8e-41	9.6e-39	138.195083618164	0.00	46	367	78	418	63	419	0.83	Uncharacterized metallohydrolase YodQ		0
DAPE_XYLFM	DAPE_XYLFM	377	P06621_refseq_selected_blast_msa	-	368	1.6e-39	140.8	0.0	1	1	3.3e-42	1.8e-39	140.598236083984	0.00	7	368	10	373	4	373	0.85	Succinyl-diaminopimelate desuccinylase		0
DAPE_NEIG2	DAPE_NEIG2	381	P06621_refseq_selected_blast_msa	-	368	1.6e-39	140.8	0.0	1	1	3.4e-42	1.8e-39	140.569534301758	0.00	4	368	9	375	6	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_BORA1	DAPE_BORA1	377	P06621_refseq_selected_blast_msa	-	368	1.6e-39	140.7	0.0	1	1	3.4e-42	1.9e-39	140.552795410156	0.00	2	361	5	366	4	373	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_CITK8	DAPE_CITK8	375	P06621_refseq_selected_blast_msa	-	368	1.7e-39	140.7	0.0	1	1	3.5e-42	1.9e-39	140.50830078125	0.02	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_CUPMC	DAPE_CUPMC	383	P06621_refseq_selected_blast_msa	-	368	1.7e-39	140.7	0.0	1	1	3.5e-42	1.9e-39	140.501449584961	0.03	2	366	5	379	4	381	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIAC	DAPE_ACIAC	389	P06621_refseq_selected_blast_msa	-	368	1.7e-39	140.7	0.0	1	1	3.8e-42	2.1e-39	140.40007019043	0.00	6	367	9	381	5	382	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_PROMH	DAPE_PROMH	376	P06621_refseq_selected_blast_msa	-	368	1.8e-39	140.6	0.0	1	1	3.7e-42	2.0e-39	140.449127197266	0.00	2	366	6	372	5	374	0.85	Succinyl-diaminopimelate desuccinylase		0
DAPE_NEIMF	DAPE_NEIMF	381	P06621_refseq_selected_blast_msa	-	368	1.9e-39	140.6	0.0	1	1	3.9e-42	2.1e-39	140.358093261719	0.00	3	367	8	374	6	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_PASMU	DAPE_PASMU	378	P06621_refseq_selected_blast_msa	-	368	1.9e-39	140.5	0.0	1	1	4.0e-42	2.2e-39	140.32389831543	0.00	2	361	6	367	5	374	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACICJ	DAPE_ACICJ	371	P06621_refseq_selected_blast_msa	-	368	2.0e-39	140.5	0.7	1	1	4.4e-42	2.4e-39	140.177093505859	0.71	13	364	18	365	8	369	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_SODGM	DAPE_SODGM	375	P06621_refseq_selected_blast_msa	-	368	2.1e-39	140.4	0.0	1	1	4.4e-42	2.4e-39	140.175445556641	0.02	2	365	6	370	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_HAEIN	DAPE_HAEIN	377	P06621_refseq_selected_blast_msa	-	368	2.1e-39	140.3	0.0	1	1	4.5e-42	2.4e-39	140.169311523438	0.00	3	364	7	370	5	374	0.83	Succinyl-diaminopimelate desuccinylase	5vo3_A	0
DAPE_HAEI8	DAPE_HAEI8	377	P06621_refseq_selected_blast_msa	-	368	2.4e-39	140.2	0.0	1	1	4.9e-42	2.7e-39	140.03239440918	0.00	3	364	7	370	5	374	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSYA2	DAPE_PSYA2	407	P06621_refseq_selected_blast_msa	-	368	2.4e-39	140.2	0.0	1	1	5.6e-42	3.1e-39	139.838256835938	0.01	12	367	33	403	23	404	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_HAEIE	DAPE_HAEIE	377	P06621_refseq_selected_blast_msa	-	368	2.7e-39	140.0	0.0	1	1	5.6e-42	3.0e-39	139.847122192383	0.00	3	364	7	370	5	374	0.84	Succinyl-diaminopimelate desuccinylase		0
ARGE_PECCP	ARGE_PECCP	383	P06621_refseq_selected_blast_msa	-	368	2.7e-39	140.0	0.0	1	1	1.0e-41	5.5e-39	138.990051269531	0.00	3	366	10	378	8	380	0.82	Acetylornithine deacetylase		0
DAPE_SHESA	DAPE_SHESA	381	P06621_refseq_selected_blast_msa	-	368	2.7e-39	140.0	0.0	1	1	5.6e-42	3.0e-39	139.839172363281	0.00	4	365	13	375	10	379	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACISJ	DAPE_ACISJ	391	P06621_refseq_selected_blast_msa	-	368	2.8e-39	140.0	0.0	1	1	6.6e-42	3.6e-39	139.616760253906	0.00	5	364	8	381	4	385	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEON	DAPE_SHEON	384	P06621_refseq_selected_blast_msa	-	368	2.8e-39	139.9	0.0	1	1	5.8e-42	3.2e-39	139.786376953125	0.01	8	365	20	378	13	382	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSET1	DAPE_PSET1	376	P06621_refseq_selected_blast_msa	-	368	2.8e-39	139.9	0.0	1	1	6.0e-42	3.3e-39	139.736083984375	0.01	2	360	6	366	5	374	0.85	Succinyl-diaminopimelate desuccinylase		0
DAPE_VARPS	DAPE_VARPS	391	P06621_refseq_selected_blast_msa	-	368	2.9e-39	139.9	0.1	1	1	8.2e-42	4.4e-39	139.298751831055	0.12	2	367	5	384	4	385	0.81	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOS4	DAPE_RHOS4	380	P06621_refseq_selected_blast_msa	-	368	2.9e-39	139.9	0.5	1	1	6.5e-42	3.5e-39	139.62956237793	0.48	4	365	8	375	6	378	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_HERAR	DAPE_HERAR	375	P06621_refseq_selected_blast_msa	-	368	2.9e-39	139.9	0.0	1	1	6.1e-42	3.3e-39	139.718688964844	0.00	2	356	5	361	4	373	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_AGRFC	DAPE_AGRFC	398	P06621_refseq_selected_blast_msa	-	368	3.1e-39	139.8	0.1	1	1	7.5e-42	4.1e-39	139.41667175293	0.10	3	365	8	388	7	391	0.78	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHIL3	DAPE_RHIL3	397	P06621_refseq_selected_blast_msa	-	368	3.3e-39	139.7	0.0	1	1	1.1e-41	6.0e-39	138.867034912109	0.02	3	365	8	388	7	391	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOS5	DAPE_RHOS5	380	P06621_refseq_selected_blast_msa	-	368	3.6e-39	139.6	0.6	1	1	8.0e-42	4.4e-39	139.323608398438	0.55	4	365	8	375	6	378	0.79	Succinyl-diaminopimelate desuccinylase		0
DAPE_CUPTR	DAPE_CUPTR	383	P06621_refseq_selected_blast_msa	-	368	4.1e-39	139.4	0.0	1	1	8.7e-42	4.7e-39	139.219818115234	0.01	2	366	5	379	4	381	0.82	Succinyl-diaminopimelate desuccinylase		0
DAPE_NEIMB	DAPE_NEIMB	381	P06621_refseq_selected_blast_msa	-	368	4.3e-39	139.3	0.0	1	1	9.2e-42	5.0e-39	139.1396484375	0.00	3	367	8	374	6	375	0.83	Succinyl-diaminopimelate desuccinylase	5uej_A	0
DAPE_NITEU	DAPE_NITEU	376	P06621_refseq_selected_blast_msa	-	368	4.4e-39	139.3	0.0	1	1	9.2e-42	5.0e-39	139.137313842773	0.01	6	365	10	371	5	374	0.85	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSYIN	DAPE_PSYIN	377	P06621_refseq_selected_blast_msa	-	368	4.8e-39	139.2	0.0	1	1	1.1e-41	5.8e-39	138.92822265625	0.00	2	364	7	371	6	375	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_DINSH	DAPE_DINSH	379	P06621_refseq_selected_blast_msa	-	368	5.2e-39	139.1	0.9	1	1	1.1e-41	6.2e-39	138.823532104492	0.91	5	365	8	374	5	377	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHIEC	DAPE_RHIEC	397	P06621_refseq_selected_blast_msa	-	368	5.4e-39	139.0	0.0	1	1	1.9e-41	1.0e-38	138.076049804688	0.02	3	365	8	388	7	391	0.82	Succinyl-diaminopimelate desuccinylase		0
ARGE_YERPE	ARGE_YERPE	389	P06621_refseq_selected_blast_msa	-	368	5.4e-39	139.0	0.0	1	1	2.1e-41	1.1e-38	137.949813842773	0.00	5	365	12	382	8	385	0.83	Acetylornithine deacetylase		0
ARGE_YERP3	ARGE_YERP3	389	P06621_refseq_selected_blast_msa	-	368	5.4e-39	139.0	0.0	1	1	2.1e-41	1.1e-38	137.949813842773	0.00	5	365	12	382	8	385	0.83	Acetylornithine deacetylase		0
ARGE_YERPS	ARGE_YERPS	389	P06621_refseq_selected_blast_msa	-	368	5.4e-39	139.0	0.0	1	1	2.1e-41	1.1e-38	137.949813842773	0.00	5	365	12	382	8	385	0.83	Acetylornithine deacetylase		0
DAPE_AROAE	DAPE_AROAE	384	P06621_refseq_selected_blast_msa	-	368	5.6e-39	139.0	0.0	1	1	1.2e-41	6.8e-39	138.694320678711	0.00	24	365	29	375	12	378	0.84	Succinyl-diaminopimelate desuccinylase		0
DAPE_VIBVY	DAPE_VIBVY	377	P06621_refseq_selected_blast_msa	-	368	6.1e-39	138.8	0.0	1	1	1.3e-41	7.2e-39	138.61962890625	0.03	2	367	7	374	6	375	0.83	Succinyl-diaminopimelate desuccinylase		0
DAPE_SALTI	DAPE_SALTI	375	P06621_refseq_selected_blast_msa	-	368	6.5e-39	138.7	0.0	1	1	1.4e-41	7.4e-39	138.572509765625	0.01	2	366	6	371	5	373	0.80	Succinyl-diaminopimelate desuccinylase		0
DAPE_CUPPJ	DAPE_CUPPJ	383	P06621_refseq_selected_blast_msa	-	368	6.9e-39	138.7	0.0	1	1	1.5e-41	7.9e-39	138.477951049805	0.02	2	365	5	378	4	381	0.81	Succinyl-diaminopimelate desuccinylase		0
